,X,y,data_index
836,[106. 132. 263.   7.  55.  31.],115.0,[ 23 938]
837,[115. 106. 306.  57.   7.  55.],127.0,[ 23 939]
838,[127. 115. 308.  15.  57.   7.],147.0,[ 23 940]
839,[147. 127. 318.  76.  15.  57.],116.0,[ 23 941]
840,[116. 147. 335.  26.  76.  15.],156.0,[ 23 942]
841,[156. 116. 280.  59.  26.  76.],160.0,[ 23 943]
842,[160. 156. 274.  37.  59.  26.],160.0,[ 23 944]
843,[160. 160. 278.  53.  37.  59.],142.0,[ 23 945]
844,[142. 160. 264.  36.  53.  37.],121.0,[ 23 946]
845,[121. 142. 268.  51.  36.  53.],138.0,[ 23 947]
846,[138. 121. 295.  41.  51.  36.],133.0,[ 23 948]
847,[133. 138. 281.  36.  41.  51.],157.0,[ 23 949]
848,[157. 133. 245.  45.  36.  41.],148.0,[ 23 950]
849,[148. 157. 284.  31.  45.  36.],147.0,[ 23 951]
850,[147. 148. 310.  63.  31.  45.],154.0,[ 23 952]
851,[161. 155. 254.  61.  21.  93.],134.0,[ 23 956]
852,[134. 161. 276.  10.  61.  21.],137.0,[ 23 957]
853,[137. 134. 261.  43.  10.  61.],136.0,[ 23 958]
854,[150. 101. 334.  70.  34.  65.],160.0,[ 23 962]
855,[160. 150. 301.  51.  70.  34.],150.0,[ 23 963]
856,[150. 160. 324.  30.  51.  70.],138.0,[ 23 964]
857,[138. 150. 312.  21.  30.  51.],160.0,[ 23 965]
858,[160. 138. 332.  66.  21.  30.],162.0,[ 23 966]
859,[162. 160. 307.  13.  66.  21.],125.0,[ 23 967]
860,[43. 25. 69. 21. 10. 15.],37.0,[ 24 923]
861,[37. 43. 81.  4. 21. 10.],36.0,[ 24 924]
862,[36. 37. 91. 22.  4. 21.],40.0,[ 24 925]
863,[40. 36. 83. 18. 22.  4.],42.0,[ 24 926]
864,[42. 40. 90.  8. 18. 22.],39.0,[ 24 927]
865,[39. 42. 86. 18.  8. 18.],32.0,[ 24 928]
866,[32. 39. 88.  4. 18.  8.],24.0,[ 24 929]
867,[24. 32. 50.  9.  4. 18.],13.0,[ 24 930]
868,[13. 24. 41. 13.  9.  4.],20.0,[ 24 931]
869,[20. 13. 35.  1. 13.  9.],11.0,[ 24 932]
870,[11. 20. 22.  6.  1. 13.],6.0,[ 24 933]
871,[ 6. 11. 16.  6.  6.  1.],13.0,[ 24 934]
872,[13.  6. 15.  2.  6.  6.],8.0,[ 24 935]
873,[ 8. 13. 17.  5.  2.  6.],7.0,[ 24 936]
874,[ 7.  8. 14.  3.  5.  2.],6.0,[ 24 937]
875,[ 6.  7. 21.  2.  3.  5.],7.0,[ 24 938]
876,[ 7.  6. 25.  2.  2.  3.],12.0,[ 24 939]
877,[12.  7. 25.  1.  2.  2.],7.0,[ 24 940]
878,[ 7. 12. 23.  2.  1.  2.],6.0,[ 24 941]
879,[ 6.  7. 16.  1.  2.  1.],9.0,[ 24 942]
880,[ 9.  6. 22.  6.  1.  2.],12.0,[ 24 943]
881,[12.  9. 22.  6.  6.  1.],8.0,[ 24 944]
882,[ 8. 12. 28.  1.  6.  6.],14.0,[ 24 945]
883,[14.  8. 15.  5.  1.  6.],12.0,[ 24 946]
884,[12. 14. 15.  2.  5.  1.],9.0,[ 24 947]
885,[ 9. 12. 21.  4.  2.  5.],7.0,[ 24 948]
886,[ 7.  9. 21.  5.  4.  2.],7.0,[ 24 949]
887,[ 7.  7. 30.  3.  5.  4.],15.0,[ 24 950]
888,[15.  7. 21.  2.  3.  5.],12.0,[ 24 951]
889,[12. 15. 18.  5.  2.  3.],12.0,[ 24 952]
890,[ 8.  7. 24.  6.  1.  6.],9.0,[ 24 956]
891,[12.  6. 26. 21.  3. 10.],10.0,[ 24 962]
892,[10. 12. 25. 10. 21.  3.],15.0,[ 24 963]
893,[15. 10. 34. 10. 10. 21.],14.0,[ 24 964]
894,[14. 15. 39. 12. 10. 10.],17.0,[ 24 965]
895,[17. 14. 58. 33. 12. 10.],14.0,[ 24 966]
896,[14. 17. 48.  5. 33. 12.],22.0,[ 24 967]
897,[ 6.  3. 17.  1.  1.  2.],6.0,[ 25 923]
898,[5. 7. 9. 1. 2. 3.],7.0,[ 25 932]
899,[7. 5. 9. 2. 1. 2.],4.0,[ 25 933]
900,[4. 7. 9. 5. 2. 1.],3.0,[ 25 934]
901,[3. 4. 8. 1. 5. 2.],1.0,[ 25 935]
902,[ 7.  3. 10.  2.  1.  3.],3.0,[ 25 943]
903,[3. 7. 2. 1. 2. 1.],4.0,[ 25 944]
904,[2. 1. 7. 2. 4. 3.],3.0,[ 25 962]
905,[3. 2. 9. 5. 2. 4.],3.0,[ 25 963]
906,[3. 3. 5. 3. 5. 2.],6.0,[ 25 964]
907,[6. 3. 7. 7. 3. 5.],5.0,[ 25 965]
908,[5. 6. 8. 5. 7. 3.],3.0,[ 25 966]
909,[3. 5. 3. 1. 5. 7.],6.0,[ 25 967]
910,[ 67.  33. 171.  46.  11.  28.],75.0,[ 26 923]
911,[ 75.  67. 167.   5.  46.  11.],88.0,[ 26 924]
912,[ 88.  75. 195.  38.   5.  46.],86.0,[ 26 925]
913,[ 86.  88. 172.  44.  38.   5.],98.0,[ 26 926]
914,[ 98.  86. 216.  12.  44.  38.],104.0,[ 26 927]
915,[104.  98. 259.  60.  12.  44.],107.0,[ 26 928]
916,[107. 104. 197.   4.  60.  12.],97.0,[ 26 929]
917,[ 97. 107. 202.  30.   4.  60.],105.0,[ 26 930]
918,[105.  97. 188.  45.  30.   4.],89.0,[ 26 931]
919,[ 89. 105. 197.  19.  45.  30.],83.0,[ 26 932]
920,[ 83.  89. 136.  29.  19.  45.],82.0,[ 26 933]
921,[ 82.  83. 155.  24.  29.  19.],78.0,[ 26 934]
922,[ 78.  82. 152.  32.  24.  29.],72.0,[ 26 935]
923,[ 72.  78. 135.  17.  32.  24.],76.0,[ 26 936]
924,[ 76.  72. 159.  32.  17.  32.],66.0,[ 26 937]
925,[ 66.  76. 120.  10.  32.  17.],62.0,[ 26 938]
926,[ 62.  66. 140.  38.  10.  32.],83.0,[ 26 939]
927,[ 83.  62. 172.  10.  38.  10.],84.0,[ 26 940]
928,[ 84.  83. 144.  35.  10.  38.],73.0,[ 26 941]
929,[ 73.  84. 151.  12.  35.  10.],77.0,[ 26 942]
930,[ 77.  73. 119.  16.  12.  35.],70.0,[ 26 943]
931,[ 70.  77. 155.  25.  16.  12.],84.0,[ 26 944]
932,[ 84.  70. 142.  22.  25.  16.],78.0,[ 26 945]
933,[ 78.  84. 137.  17.  22.  25.],79.0,[ 26 946]
934,[ 79.  78. 155.  29.  17.  22.],73.0,[ 26 947]
935,[ 73.  79. 168.  21.  29.  17.],93.0,[ 26 948]
936,[ 93.  73. 151.  26.  21.  29.],71.0,[ 26 949]
937,[ 71.  93. 148.  27.  26.  21.],78.0,[ 26 950]
938,[ 78.  71. 162.  17.  27.  26.],80.0,[ 26 951]
939,[ 80.  78. 147.  32.  17.  27.],76.0,[ 26 952]
940,[ 74.  71. 136.  38.  13.  42.],69.0,[ 26 956]
941,[ 69.  74. 153.   4.  38.  13.],75.0,[ 26 957]
942,[ 75.  69. 133.  28.   4.  38.],81.0,[ 26 958]
943,[ 80.  63. 163.  51.  39.  43.],75.0,[ 26 962]
944,[ 75.  80. 176.  26.  51.  39.],76.0,[ 26 963]
945,[ 76.  75. 200.  33.  26.  51.],107.0,[ 26 964]
946,[107.  76. 211.  26.  33.  26.],109.0,[ 26 965]
947,[109. 107. 246.  62.  26.  33.],115.0,[ 26 966]
948,[115. 109. 228.  14.  62.  26.],114.0,[ 26 967]
949,[ 27.  12. 101.  21.  10.  16.],45.0,[ 27 923]
950,[45. 27. 91.  7. 21. 10.],47.0,[ 27 924]
951,[47. 45. 64. 12.  7. 21.],31.0,[ 27 925]
952,[31. 47. 63. 10. 12.  7.],26.0,[ 27 926]
953,[26. 31. 36.  5. 10. 12.],22.0,[ 27 927]
954,[22. 26. 56. 19.  5. 10.],17.0,[ 27 928]
955,[12.  7. 26.  4.  5.  6.],8.0,[ 27 935]
956,[ 8. 12. 19.  4.  4.  5.],13.0,[ 27 936]
957,[13.  8. 21.  4.  4.  4.],9.0,[ 27 937]
958,[12. 13. 24.  5.  3.  6.],8.0,[ 27 941]
959,[ 8. 12. 30.  2.  5.  3.],6.0,[ 27 942]
960,[ 6.  8. 29.  4.  2.  5.],7.0,[ 27 943]
961,[ 7.  6. 34.  5.  4.  2.],20.0,[ 27 944]
962,[20.  7. 34.  5.  5.  4.],12.0,[ 27 945]
963,[12. 20. 13.  3.  5.  5.],14.0,[ 27 946]
964,[14. 12. 23.  2.  3.  5.],20.0,[ 27 947]
965,[20. 14. 40.  6.  2.  3.],18.0,[ 27 948]
966,[18. 20. 21.  7.  6.  2.],14.0,[ 27 949]
967,[14. 18. 33.  5.  7.  6.],15.0,[ 27 950]
968,[15. 14. 24.  2.  5.  7.],14.0,[ 27 951]
969,[14. 15. 22.  9.  2.  5.],15.0,[ 27 952]
970,[16. 13. 29.  6.  4. 10.],23.0,[ 27 956]
971,[23. 16. 30.  1.  6.  4.],14.0,[ 27 957]
972,[14. 23. 32.  9.  1.  6.],14.0,[ 27 958]
973,[15. 13. 56. 15.  9. 13.],20.0,[ 27 962]
974,[20. 15. 59. 10. 15.  9.],22.0,[ 27 963]
975,[22. 20. 57.  8. 10. 15.],23.0,[ 27 964]
976,[23. 22. 55.  5.  8. 10.],38.0,[ 27 965]
977,[38. 23. 68. 12.  5.  8.],31.0,[ 27 966]
978,[31. 38. 55.  1. 12.  5.],21.0,[ 27 967]
979,[ 83.  53. 233.  50.  13.  29.],106.0,[ 28 923]
980,[106.  83. 209.  11.  50.  13.],107.0,[ 28 924]
981,[107. 106. 186.  56.  11.  50.],97.0,[ 28 925]
982,[ 97. 107. 191.  33.  56.  11.],98.0,[ 28 926]
983,[ 98.  97. 202.  12.  33.  56.],100.0,[ 28 927]
984,[100.  98. 177.  44.  12.  33.],98.0,[ 28 928]
985,[ 98. 100. 195.  11.  44.  12.],100.0,[ 28 929]
986,[100.  98. 171.  26.  11.  44.],83.0,[ 28 930]
987,[ 83. 100. 185.  41.  26.  11.],72.0,[ 28 931]
988,[ 72.  83. 185.  16.  41.  26.],75.0,[ 28 932]
989,[ 75.  72. 166.  27.  16.  41.],61.0,[ 28 933]
990,[ 61.  75. 148.  27.  27.  16.],70.0,[ 28 934]
991,[ 70.  61. 182.  26.  27.  27.],63.0,[ 28 935]
992,[ 63.  70. 152.  13.  26.  27.],54.0,[ 28 936]
993,[ 54.  63. 127.  32.  13.  26.],82.0,[ 28 937]
994,[ 82.  54. 160.   3.  32.  13.],72.0,[ 28 938]
995,[ 72.  82. 171.  31.   3.  32.],60.0,[ 28 939]
996,[ 60.  72. 150.  15.  31.   3.],63.0,[ 28 940]
997,[ 63.  60. 135.  46.  15.  31.],85.0,[ 28 941]
998,[ 85.  63. 147.  17.  46.  15.],63.0,[ 28 942]
999,[ 63.  85. 154.  24.  17.  46.],70.0,[ 28 943]
1000,[ 70.  63. 171.  22.  24.  17.],70.0,[ 28 944]
1001,[ 70.  70. 160.  20.  22.  24.],65.0,[ 28 945]
1002,[ 65.  70. 168.  19.  20.  22.],73.0,[ 28 946]
1003,[ 73.  65. 203.  16.  19.  20.],67.0,[ 28 947]
1004,[ 67.  73. 170.  17.  16.  19.],58.0,[ 28 948]
1005,[ 58.  67. 153.  32.  17.  16.],68.0,[ 28 949]
1006,[ 68.  58. 194.  23.  32.  17.],70.0,[ 28 950]
1007,[ 70.  68. 220.  12.  23.  32.],92.0,[ 28 951]
1008,[ 92.  70. 204.  42.  12.  23.],85.0,[ 28 952]
1009,[ 78.  76. 173.  33.  20.  51.],51.0,[ 28 956]
1010,[ 51.  78. 179.   6.  33.  20.],57.0,[ 28 957]
1011,[ 57.  51. 183.  26.   6.  33.],63.0,[ 28 958]
1012,[ 59.  60. 190.  41.  38.  61.],72.0,[ 28 962]
1013,[ 72.  59. 197.  32.  41.  38.],68.0,[ 28 963]
1014,[ 68.  72. 251.  22.  32.  41.],82.0,[ 28 964]
1015,[ 82.  68. 240.  19.  22.  32.],104.0,[ 28 965]
1016,[104.  82. 256.  43.  19.  22.],105.0,[ 28 966]
1017,[105. 104. 239.   8.  43.  19.],97.0,[ 28 967]
1018,[19. 24. 64. 13.  1.  7.],24.0,[ 29 923]
1019,[24. 19. 56. 12. 13.  1.],28.0,[ 29 924]
1020,[28. 24. 49. 27. 12. 13.],36.0,[ 29 925]
1021,[36. 28. 41.  8. 27. 12.],33.0,[ 29 926]
1022,[33. 36. 31.  1.  8. 27.],35.0,[ 29 927]
1023,[35. 33. 43. 13.  1.  8.],8.0,[ 29 928]
1024,[ 8. 35. 61.  5. 13.  1.],33.0,[ 29 929]
1025,[33.  8. 59.  8.  5. 13.],38.0,[ 29 930]
1026,[38. 33. 53.  8.  8.  5.],31.0,[ 29 931]
1027,[31. 38. 27. 10.  8.  8.],48.0,[ 29 932]
1028,[48. 31. 92. 25. 10.  8.],56.0,[ 29 933]
1029,[56. 48. 81. 18. 25. 10.],47.0,[ 29 934]
1030,[47. 56. 80.  4. 18. 25.],41.0,[ 29 935]
1031,[41. 47. 80. 16.  4. 18.],50.0,[ 29 936]
1032,[50. 41. 66. 21. 16.  4.],41.0,[ 29 937]
1033,[42. 39. 49. 13.  5. 15.],29.0,[ 29 941]
1034,[29. 42. 41.  3. 13.  5.],34.0,[ 29 942]
1035,[34. 29. 39.  7.  3. 13.],21.0,[ 29 943]
1036,[21. 34. 70.  6.  7.  3.],23.0,[ 29 944]
1037,[23. 21. 56.  9.  6.  7.],21.0,[ 29 945]
1038,[21. 23. 55.  9.  9.  6.],38.0,[ 29 946]
1039,[38. 21. 58. 11.  9.  9.],47.0,[ 29 947]
1040,[47. 38. 77. 16. 11.  9.],31.0,[ 29 948]
1041,[31. 47. 80. 13. 16. 11.],40.0,[ 29 949]
1042,[40. 31. 64.  2. 13. 16.],47.0,[ 29 950]
1043,[47. 40. 34.  6.  2. 13.],26.0,[ 29 951]
1044,[26. 47. 41. 12.  6.  2.],27.0,[ 29 952]
1045,[46. 28. 69. 13.  3.  8.],42.0,[ 29 956]
1046,[42. 46. 53.  1. 13.  3.],43.0,[ 29 957]
1047,[43. 42. 63. 13.  1. 13.],59.0,[ 29 958]
1048,[48. 38. 78. 22.  5. 23.],57.0,[ 29 962]
1049,[57. 48. 68. 13. 22.  5.],45.0,[ 29 963]
1050,[45. 57. 57. 11. 13. 22.],47.0,[ 29 964]
1051,[47. 45. 93. 10. 11. 13.],46.0,[ 29 965]
1052,[46. 47. 35. 12. 10. 11.],51.0,[ 29 966]
1053,[51. 46. 99.  3. 12. 10.],54.0,[ 29 967]
